id	en	sv		
14276	Sievert	Sievert		
14277	Siena	Siena		
14278	Sid Wilson	Sid_Wilson		
14279	Shakespeare in Love	Shakespeare_in_Love		
14280	Rocky (disambiguation)	Rocky		
14281	Regime	Regim		
14282	Profile	Profil		
14283	Prophecy	Profetia		
14284	Primo Victoria	Primo_Victoria		
14285	Sport	Sport		
14286	Polonium	Polonium		
14287	Pete Best	Pete_Best		
14288	Pecorino	Pecorino		
14289	Pagani Zonda	Pagani_Zonda		
14290	Pacta sunt servanda	Pacta_sunt_servanda		
14291	P.S. I Love You (film)	P.S._I_Love_You		
14292	Pär Zetterberg	Pär_Zetterberg		
14293	Prince Oscar Bernadotte	Oscar_Bernadotte		
14294	Order (biology)	Ordning_(biologi)		
14295	Oracle	Orakel		
14296	Nvidia	Nvidia		
14297	Nena	Nena		
14298	Narva	Narva		
14299	Naomi Watts	Naomi_Watts		
14300	Musket	Musköt		
14301	2006 in music	Musikåret_2006		
14302	Mineral water	Mineralvatten		
14303	The Fox and the Hound	Micke_och_Molle		
14304	Mezzo-soprano	Mezzosopran		
14305	Methodism	Metodism		
14306	Thoracic diaphragm	Mellangärde		
14307	Masonite	Masonit		
14308	Maria Callas	Maria_Callas		
14309	Artemisia absinthium	Malört		
14310	Majdanek concentration camp	Majdanek		
14311	Lamborghini Diablo	Lamborghini_Diablo		
14312	Kurt Russell	Kurt_Russell		
14313	Lead glass	Kristallglas		
14314	Short circuit	Kortslutning		
14315	Conglomerate (company)	Konglomerat_(företag)		
14316	Composite video	Kompositvideo		
14317	Kevin Mitnick	Kevin_Mitnick		
14318	Karen Blixen	Karen_Blixen		
14319	Honeysuckle	Kaprifol		
14320	Josh Duhamel	Josh_Duhamel		
14321	Joik	Jojk		
14322	John Deacon	John_Deacon		
14323	Joe Sakic	Joe_Sakic		
14324	Janssons frestelse	Janssons_frestelse		
14325	Ibiza	Ibiza		
14326	Henry Lee Lucas	Henry_Lee_Lucas		
14327	Peninsula	Halvö		
14328	Rocking chair (sex position)	Gungstolen_(samlagsställning)		
14329	Guangzhou	Guangzhou		
14330	Germanium	Germanium		
14331	Geocaching	Geocaching		
14332	Genetic drift	Genetisk_drift		
14333	Galt	Galt		
14334	Expressen#GT	Göteborgs-Tidningen		
14335	Phallus	Fallossymbol		
14336	Euronymous	Euronymous		
14337	The Disney Afternoon	Disneydags		
14338	Dextromethorphan	Dextrometorfan		
14339	Depersonalization	Depersonalisation		
14340	Cyclone	Cyklon		
14341	Cheiron Studios	Cheiron		
14342	Brooke Shields	Brooke_Shields		
14343	Bowling for Columbine	Bowling_for_Columbine		
14344	Bootleg recording	Bootleg		
14345	Belgian Congo	Belgiska_Kongo		
14346	Balsamic vinegar	Balsamvinäger		
14347	Atoll	Atoll		
14348	Aria	Aria		
14349	Arash (entertainer)	Arash_Labaf		
14350	Antalya	Antalya		
14351	Receptor antagonist	Antagonist_(farmakologi)		
14352	Amaretto	Amaretto		
14353	Allison Mack	Allison_Mack		
14354	Alf Henrikson	Alf_Henrikson		
14355	Abyssinian (cat)	Abessinier		
14356	A2	A2		
14357	10/01/27	27_oktober		
14358	Mutual intelligibility	Ömsesidig_begriplighet		
14359	Official	Ämbetsman		
14360	Snipe	Beckasiner		
14361	The Vampire Chronicles	Vampyrkrönikan		
14362	Forklift truck	Truck		
14363	Soraya Esfandiary-Bakhtiari	Soraya_Esfandiary		
14364	Oil platform	Oljeplattform		
14365	Preventive medicine	Friskvård		
14366	Convolution	Faltning		
14367	Elisa	Elisa		
14368	Electrode	Elektrod		
14369	Four Horsemen of the Apocalypse	Apokalypsens_fyra_ryttare		
14370	Zachary Quinto	Zachary_Quinto		
14371	WinRAR	WinRAR		
14372	Wikiquote	Wikiquote		
14373	Weeds (TV series)	Weeds		
14374	Vladimir Nabokov	Vladimir_Nabokov		
14375	White chocolate	Vit_choklad		
14376	Venus de Milo	Venus_från_Milo		
14377	Vagabond	Vagabond		
14378	Greenhouse gas	Växthusgas		
14379	Heat	Värme		
14380	The World Is Not Enough	Världen_räcker_inte_till		
14381	Interdisciplinarity	Tvärvetenskap		
14382	Gnomes (film)	Trolltyg_i_tomteskogen		
14383	Tonya Harding	Tonya_Harding		
14384	Tim Roth	Tim_Roth		
14385	The Shadows	The_Shadows		
14386	TBA (disambiguation)	TBA		
14387	Susie Päivärinta	Susie_Päivärinta		
14388	Studio Ghibli	Studio_Ghibli		
14389	Alpine ibex	Stenbock		
14390	Recreational fishing	Sportfiske		
14391	Sigma	Sigma		
14392	SCSI	Scsi		
14393	Scream 2	Scream_2		
14394	Ronnie Hellström	Ronnie_Hellström		
14395	Robin van Persie	Robin_van_Persie		
14396	Robert Duvall	Robert_Duvall		
14397	Richard Dybeck	Richard_Dybeck		
14398	Rebecca (given name)	Rebecka		
14399	Ravioli	Ravioli		
14400	Rallying	Rally		
14401	Rafael Benítez	Rafael_Benítez		
14402	Radovan Karadžić	Radovan_Karadžić		
14403	Queen Latifah	Queen_Latifah		
14404	Leek	Purjolök		
14405	Even-toed ungulate	Partåiga_hovdjur		
14406	Parenteral	Parenteral		
14407	East Prussia	Ostpreussen		
14408	Obelisk	Obelisk		
14409	Uusimaa	Nyland		
14410	Nakheel Tower	Nakheel_Tower		
14411	Museum	Museum		
14412	Moderna Museet	Moderna_museet		
14413	Rail transport modelling	Modelljärnväg		
14414	Michelle Williams (actress)	Michelle_Williams_(skådespelare)		
14415	McFly	McFly		
14416	Dalecarlians (film)	Masjävlar		
14417	Mansfield Park	Mansfield_Park		
14418	Luxembourg (city)	Luxemburg_(stad)		
14419	Luleå Municipality	Luleå_kommun		
14420	Linda Ulvaeus	Linda_Ulvaeus		
14421	Lesley-Anne Down	Lesley-Anne_Down		
14422	Felid hybrid	Lejonhybrid		
14423	Larva	Larv		
14424	Lars-Erik Berenett	Lars-Erik_Berenett		
14425	Lahti	Lahtis		
14426	Ketoacidosis	Ketoacidos		
14427	Karin Månsdotter	Karin_Månsdotter		
14428	Canada Goose	Kanadagås		
14429	Juliette Lewis	Juliette_Lewis		
14430	Jonna Liljendahl	Jonna_Liljendahl		
14431	John Nettles	John_Nettles		
14432	John Marsden (writer)	John_Marsden		
14433	Jim Jones	Jim_Jones		
14434	Jay Cutler (bodybuilder)	Jay_Cutler		
14435	Jamtlandic dialects	Jämtska		
14436	Internet Information Services	Internet_Information_Services		
14437	Incarnation	Inkarnation		
14438	Ibrahim Baylan	Ibrahim_Baylan		
14439	Ian Gillan	Ian_Gillan		
14440	Mullet (haircut)	Hockeyfrilla		
14441	Harp	Harpa		
14442	Hans Rausing	Hans_Rausing		
14443	Hanover	Hannover		
14444	Gothic language	Gotiska		
14445	Gothic metal	Gothic_metal		
14446	Lattice	Gitter		
14447	George Lazenby	George_Lazenby		
14448	Generation Y	Generation_Y		
14449	Gothenburg Central Station	Göteborgs_centralstation		
14450	List of world records in athletics	Friidrottsrekord		
14451	Hypoactive sexual desire disorder	Frigiditet		
14452	Fort Lauderdale	Fort_Lauderdale		
14453	Formula	Formel		
14454	Glacial erratic	Flyttblock		
14455	Finch	Finkar		
14456	Final Fantasy XII	Final_Fantasy_XII		
14457	Eyes Wide Shut	Eyes_Wide_Shut		
14458	Erasure	Erasure		
14459	Endemism	Endemism		
14460	Emir Kusturica	Emir_Kusturica		
14461	Elephantiasis	Elefantiasis		
14462	Durum	Durumvete		
14463	Expanding bullet	Dumdumkula		
14464	Dominica	Dominica		
14465	Dialectical behavior therapy	Dialektisk_beteendeterapi		
14466	The Three Friends and Jerry	De_tre_vännerna_och_Jerry		
14467	David Cook (singer)	David_Cook		
14468	David Attenborough	David_Attenborough		
14469	Crysis	Crysis		
14470	Cote de Pablo	Cote_de_Pablo		
14471	Club Goa	Club_Goa		
14472	Marital status	Civilstånd		
14473	Civilization IV	Civilization_IV		
14474	Calvados	Calvados		
14475	CMS	CMS		
14476	Brothers in Arms (Dire Straits album)	Brothers_in_Arms		
14477	Porvoo	Borgå		
14478	Library of Alexandria	Biblioteket_i_Alexandria		
14479	Bergamo	Bergamo		
14480	Basil	Basilika_(krydda)		
14481	Babylonian captivity	Babyloniska_fångenskapen		
14482	Punch (drink)	Bål		
14483	Eavesdropping	Avlyssning		
14484	Arne Domnérus	Arne_Domnérus		
14485	Anne of Cleves	Anna_av_Kleve		
14486	African Union	Afrikanska_unionen		
14487	Chrysler Hemi engine	426_Hemi		
14488	Övertorneå Municipality	Övertorneå_kommun		
14489	Saaremaa	Ösel		
14490	Symposium	Symposium		
14491	Respiratory system	Respirationssystemet		
14492	Pandora (disambiguation)	Pandora		
14493	Reverse osmosis	Omvänd_osmos		
14494	Oliver Kahn	Oliver_Kahn		
14495	Naturalism (philosophy)	Naturalism_(filosofi)		
14496	Environmental impact assessment	Miljökonsekvensbeskrivning		
14497	Human dignity	Människovärde		
14498	Clonazepam	Klonazepam		
14499	Karolinska University Hospital	Karolinska_Universitetssjukhuset		
14500	In medias res	In_medias_res		
14501	Idol series	Idols		
14502	Horizontal plane	Horisontal		
14503	Gianluca Zambrotta	Gianluca_Zambrotta		
14504	Journeyman	Gesäll		
14505	Bond duration	Duration		
14506	Desmond Tutu	Desmond_Tutu		
14507	Dee Snider	Dee_Snider		
14508	DC Shoes	DC_Shoes		
14509	Brasília	Brasília		
14510	Librarian	Bibliotekarie		
14511	Ardalan Shekarabi	Ardalan_Shekarabi		
14512	Active Server Pages	Active_Server_Pages		
14513	Walther Sommerlath	Walther_Sommerlath		
14514	The Grapes of Wrath	Vredens_druvor		
14515	Vinland	Vinland		
14516	Vengaboys	Vengaboys		
14517	Warmblood	Varmblodshäst		
14518	Vargön	Vargön		
14519	Vampire bat	Vampyrer		
14520	Víctor Jara	Víctor_Jara		
14521	Vänner och fiender	Vänner_och_fiender		
14522	Uppsala Castle	Uppsala_slott		
14523	Suddenly (2006 film)	Underbara_älskade		
14524	Religion-supporting organization	Trossamfund		
14525	Charcoal	Träkol		
14526	Lake Titicaca	Titicacasjön		
14527	Terminator 2: Judgment Day	Terminator_2_-_Domedagen		
14528	Sura	Sura_(islam)		
14529	Quarter (country subdivision)	Stadsdel		
14530	Spa	Spa		
14531	Social status	Social_status		
14532	Slapstick	Slapstick		
14533	Battle of Suomussalmi	Slaget_vid_Suomussalmi		
14534	Printer (computing)	Skrivare		
14535	Skanska	Skanska		
14536	Shawarma	Shawarma		
14537	Sargasso Sea	Sargassohavet		
14538	Saddle	Sadel		
14539	Low back pain	Ryggskott		
14540	Richard Pryor	Richard_Pryor		
14541	Iris (anatomy)	Regnbågshinna		
14542	Progressive tax	Progressiv_skatt		
14543	Pontus Gårdinger	Pontus_Gårdinger		
14544	Plywood	Plywood		
14545	Pleistocene	Pleistocen		
14546	The Adventures of Picasso	Picassos_äventyr		
14547	Patronymic	Patronymikon		
14548	Patriarch	Patriark_(kyrkligt_ämbete)		
14549	Paresis	Pares		
14550	Palermo	Palermo		
14551	Pajala Municipality	Pajala_kommun		
14552	Glossary	Ordlista		
14553	Nockebybanan	Nockebybanan		
14554	Der Ring des Nibelungen	Nibelungens_ring		
14555	Neutrino	Neutrino		
14556	Nation of Islam	Nation_of_Islam		
14557	Musical notation	Musiknotation		
14558	Sparkling wine	Mousserande_vin		
14559	Mughal Empire	Mogulriket		
14560	Microsoft Visual Studio	Microsoft_Visual_Studio		
14561	Muskmelon	Melon		
14562	Maxwell's equations	Maxwells_ekvationer		
14563	Maasai people	Massajer		
14564	Mammon	Mammon		
14565	Mac OS	Mac_OS		
14566	MD	MD		
14567	Hobo	Luffare		
14568	Lina Hedlund	Lina_Hedlund		
14569	Leni Riefenstahl	Leni_Riefenstahl		
14570	Lecithin	Lecitin		
14571	Employee funds	Löntagarfonder		
14572	Thigh	Lår		
14573	Kuk (disambiguation)	Kuk_(olika_betydelser)		
14574	Kryptonite	Kryptonit		
14575	Eutrigla gurnardus	Knorrhane		
14576	Club (disambiguation)	Klubb		
14577	Klasses julkalender	Klasses_julkalender		
14578	Kee Marcello	Kee_Marcello		
14579	Cathode ray tube	Katodstrålerör		
14580	Erogenous zone	Erogena_zoner		
14581	Karelian Bear Dog	Karelsk_björnhund		
14582	Kakashi Hatake	Kakashi_Hatake		
14583	Jurisdiction	Jurisdiktion		
14584	Jukkasjärvi	Jukkasjärvi		
14585	Music of Japan#Rock	J-rock		
14586	Imaginary number	Imaginära_tal		
14587	IOGT-NTO	IOGT-NTO		
14588	Henrik	Henrik		
14589	Carpus	Handlov		
14590	Primer (paint)	Grundfärg		
14591	Personal lubricant	Glidmedel		
14592	Gislaved	Gislaved		
14593	Wood gas	Gengas		
14594	Flat-Coated Retriever	Flatcoated_retriever		
14595	Parliament of Finland	Finlands_riksdag		
14596	Fiction	Fiktion		
14597	Fattaru	Fattaru		
14598	F.C. Porto	FC_Porto		
14599	Excited state	Excitation		
14600	Electra	Elektra		
14601	Edgar Degas	Edgar_Degas		
14602	Devonian	Devon_(period)		
14603	Daniel Adams-Ray	Daniel_Adams-Ray		
14604	Damm	Damm		
14605	Cue (band)	Cue		
14606	Corpse Bride	Corpse_Bride		
14607	Charlotte Kalla	Charlotte_Kalla		
14608	Boxer Rebellion	Boxarupproret		
14609	Recorder	Blockflöjt		
14610	Image sensor	Bildsensor		
14611	Automotive battery	Bilbatteri		
14612	Philosophic burden of proof	Bevisbörda		
14613	Atari	Atari		
14614	List of archaeologists	Arkeolog		
14615	Anthropomorphism	Antropomorfism		
14616	Amy Macdonald	Amy_Macdonald		
14617	Alexander II of Russia	Alexander_II_av_Ryssland		
14618	Acclamation	Acklamation		
14619	Day of Ashura	Aashura		
14620	1921	1921		
14621	European Car of the Year	Årets_bil		
14622	Ådalen	Ådalen		
14623	Frank Heller	Frank_Heller		
14624	The All-American Rejects	The_All-American_Rejects		
14625	Smörgåstårta	Smörgåstårta		
14626	Academic grading in Sweden	Skolbetyg_i_Sverige		
14627	Polystyrene	Polystyren		
14628	Naïve realism	Naiv_realism		
14629	Congenital disorder	Missbildning		
14630	Kockums	Kockums		
14631	Chiasmus	Kiasm		
14632	International auxiliary language	Internationellt_hjälpspråk		
14633	Gregorian chant	Gregoriansk_sång		
14634	Dizzy Gillespie	Dizzy_Gillespie		
14635	Brainfuck	Brainfuck		
14636	Avesta Municipality	Avesta_kommun		
14637	Yrrol	Yrrol		
14638	William (name)	William		
14639	Escutcheon (heraldry)	Vapensköld		
14640	Vacuum (band)	Vacuum		
14641	War of the Worlds (2005 film)	Världarnas_krig_(film)		
14642	Underscore	Understreck		
14643	Washing machine	Tvättmaskin		
14644	Triumphal arch	Triumfbåge		
14645	Trackslistan	Tracks		
14646	Timon & Pumbaa (TV series)	Timon_och_Pumbaa		
14647	The Haunted	The_Haunted		
14648	Tears in Heaven	Tears_in_Heaven		
14649	Systems science	Systemvetenskap		
14650	Super Bowl	Super_Bowl		
14651	Ratite	Strutsfåglar		
14652	Rack (torture)	Sträckbänk		
14653	Prime Minister of the United Kingdom	Storbritanniens_premiärminister		
14654	Steve Urkel	Steve_Urkel		
14655	Stefán	Stefan		
14656	Split	Split		
14657	Spectroscopy	Spektroskopi		
14658	Summer with Monika	Sommaren_med_Monika		
14659	Template:Campaignbox First Indochina War	Slaget_vid_Dien_Bien_Phu		
14660	Hospital	Sjukhus		
14661	Coregonus albula	Siklöja		
14662	Royal Dutch Shell	Shell		
14663	Sexism	Sexism		
14664	Sega	Sega		
14665	True Finns	Sannfinländarna		
14666	Are U 4 Real?	Sandor_slash_Ida		
14667	Rupert Murdoch	Rupert_Murdoch		
14668	Renin	Renin		
14669	Rebecca (1940 film)	Rebecca_(film)		
14670	Priory of Sion	Prieuré_de_Sion		
14671	Artist's portfolio	Portfolio		
14672	Pauley Perrette	Pauley_Perrette		
14673	Pamphlet	Pamflett		
14674	Inorganic chemistry	Oorganisk_kemi		
14675	Olofström	Olofström		
14676	Norrmalmstorg	Norrmalmstorg		
14677	Nessun dorma	Nessun_dorma		
14678	National Basketball Association	National_Basketball_Association		
14679	Nalin Pekgul	Nalin_Pekgul		
14680	Monocle	Monokel		
14681	Michael Caine	Michael_Caine		
14682	Menstruation	Menstruation		
14683	Mattias Jonson	Mattias_Jonson		
14684	Cuisine	Matkultur		
14685	Massacre	Massaker		
14686	Martin Luther King III	Martin_Luther_King_III		
14687	Marika Lindström	Marika_Lindström		
14688	Margaretha af Ugglas	Margaretha_af_Ugglas		
14689	Moving Picture Experts Group	MPEG		
14690	Faceless Killers	Mördare_utan_ansikte		
14691	Lyre	Lyra		
14692	Linnaea	Linnea_(växt)		
14693	Vicar	Kyrkoherde		
14694	Comoros	Komorerna		
14695	Cluster	Kluster		
14696	Energy technology	Energiteknik		
14697	Karlsborg	Karlsborg		
14698	Caribbean Sea	Karibiska_havet		
14699	Kärleksön	Kärleksön		
14700	Juche	Juche		
14701	Joseph (given name)	Josef		
14702	Jordan River	Jordan		
14703	Book of Joel	Joel		
14704	James McAvoy	James_McAvoy		
14705	Train station	Järnvägsstation		
14706	Ines Uusmann	Ines_Uusmann		
14707	Encephalitis	Hjärninflammation		
14708	Hammarby	Hammarby		
14709	Influenza A virus subtype H5N1	H5N1		
14710	History of Sweden (1772–1809)	Gustavianska_tiden		
14711	Gustav Klimt	Gustav_Klimt		
14712	Green Lantern	Green_Lantern		
14713	GoldenEye	Goldeneye		
14714	Geek	Geek		
14715	Göran Stangertz	Göran_Stangertz		
14716	Gävle Municipality	Gävle_kommun		
14717	Gang	Gäng		
14718	Fugue	Fuga		
14719	Frida Sandén	Frida_Sandén		
14720	Girlfriend	Flickvän		
14721	Common Gull	Fiskmås		
14722	Fingerprint	Fingeravtryck		
14723	Filename extension	Filändelse		
14724	Fennec fox	Fennek		
14725	F 16 Uppsala	F_16_Uppsala		
14726	Tarantula	Fågelspindlar		
14727	International E-road network	Europaväg		
14728	Eurozone	Euroområdet		
14729	Escape the Fate	Escape_the_Fate		
14730	Unit 731	Enhet_731		
14731	Douglas Murray (ice hockey)	Douglas_Murray		
14732	Dermatome (anatomy)	Dermatom		
14733	Corbin Bleu	Corbin_Bleu		
14734	Chyler Leigh	Chyler_Leigh		
14735	Charlie Norman	Charlie_Norman		
14736	Ceremony	Ceremoni		
14737	Brown rat	Brunråtta		
14738	Burn	Brännskada		
14739	Bosse Ringholm	Bosse_Ringholm		
14740	Baltimore	Baltimore		
14741	Anna-Lena Löfgren	Anna-Lena_Löfgren		
14742	The Children of Bullerbyn Village	Alla_vi_barn_i_Bullerbyn_(1960)		
14743	Alby	Alby		
14744	Lists of aquarium fish	Akvariefiskar		
14745	2nd millennium	1000-talet_(millennium)		
14746	Łódź	Łódź		
14747	Östra kyrkogården	Östra_kyrkogården		
14748	Courtney Thorne-Smith	Courtney_Thorne-Smith		
14749	1982 FIFA World Cup	Världsmästerskapet_i_fotboll_1982		
14750	Spasm	Spasm		
14751	Rotator cuff	Rotatorkuff		
14752	Magnetite	Magnetit		
14753	Chaos theory	Kaosforskning		
14754	Alpha (ethology)	Alfahanne		
14755	Albrecht Dürer	Albrecht_Dürer		
14756	Elderly care	Äldreomsorg		
14757	Vertigo	Yrsel		
14758	SJ X40	X40		
14759	Windows 98	Windows_98		
14760	West Ham United F.C.	West_Ham_United_FC		
14761	Rolling (metalworking)	Valsning		
14762	Under the Sun (film)	Under_solen		
14763	Thirteen (film)	Tretton_(film)		
14764	Per diem	Traktamente		
14765	Manufacturing	Tillverkningsindustri		
14766	Tidaholm	Tidaholm		
14767	Television program	TV-program		
14768	American black bear	Svartbjörn		
14769	Susanne Alfvengren	Susanne_Alfvengren		
14770	Surfactant	Surfaktant		
14771	Languages of Sweden	Språk_i_Sverige		
14772	Sharpeville massacre	Sharpevillemassakern		
14773	Shannon Tweed	Shannon_Tweed		
14774	Sexual function	Sexuell_funktion		
14775	Sean Paul	Sean_Paul		
14776	Cantons of Switzerland	Schweiz_kantoner		
14777	Santiago Calatrava	Santiago_Calatrava		
14778	The Belgariad	Sagan_om_Belgarion		
14779	Rosemary's Baby (film)	Rosemarys_baby_(film)		
14780	Rocky (comic strip)	Rocky_(tecknad_serie)		
14781	Richard Branson	Richard_Branson		
14782	Register	Register		
14783	Protectorate	Protektorat		
14784	Post-punk	Postpunk		
14785	Video game	Datorspel		
14786	Pietà	Pietà		
14787	Per (given name)	Per		
14788	Paul Potts	Paul_Potts		
14789	Solitaire	Patiens		
14790	JAG (TV series)	På_heder_och_samvete_(TV-serie)		
14791	Public law	Offentlig_rätt		
14792	Obi-Wan Kenobi	Obi-Wan_Kenobi		
14793	Nitzer Ebb	Nitzer_Ebb		
14794	Níðhöggr	Nidhögg		
14795	Nagorno-Karabakh	Nagorno-Karabach		
14796	Mowgli	Mowgli		
14797	Microcredit	Mikrolån		
14798	Midnight sun	Midnattssol		
14799	Above mean sea level	Meter_över_havet		
14800	Messerschmitt Me 262	Messerschmitt_Me_262		
14801	Mario Puzo	Mario_Puzo		
14802	MOSFET	MOSFET		
14803	MMA	MMA		
14804	Lofoten	Lofoten		
14805	Lawrencium	Lawrencium		
14806	Lamborghini Reventón	Lamborghini_Reventon		
14807	Crown	Krona		
14808	Convertible bond	Konvertibel		
14809	Kladdkaka	Kladdkaka		
14810	Electronic keyboard	Keyboard		
14811	Hevea brasiliensis	Kautschuk		
14812	Matricaria chamomilla	Kamomill		
14813	Kalix Municipality	Kalix_kommun		
14814	Kalahari Desert	Kalahariöknen		
14815	Carnivore	Köttätare		
14816	Celebrity	Kändis		
14817	Joe Pesci	Joe_Pesci		
14818	Joakim Berg	Joakim_Berg		
14819	Jargon	Jargong		
14820	James VI and I	Jakob_I_av_England		
14821	J-pop	J-pop		
14822	Internet Engineering Task Force	Internet_Engineering_Task_Force		
14823	Intensity (physics)	Intensitet		
14824	ISO 639	ISO_639		
14825	Hurghada	Hurghada		
14826	Hultsfred	Hultsfred		
14827	Hilary Swank	Hilary_Swank		
14828	Hematite	Hematit		
14829	Hello world program	Hello_World		
14830	Harley-Davidson	Harley-Davidson		
14831	Guinea-Bissau	Guinea-Bissau		
14832	Grateful Dead	Grateful_Dead		
14833	Geronimo	Geronimo		
14834	Geats	Götar		
14835	Franz Ferdinand (band)	Franz_Ferdinand_(musikgrupp)		
14836	Finnish mythology	Finsk_mytologi		
14837	Vanity	Fåfänga		
14838	Ferry	Färja		
14839	Expo (magazine)	Expo		
14840	Etching	Etsning_(konst)		
14841	Erton Fejzullahu	Erton_Fejzullahu		
14842	Electricity market	Elmarknad		
14843	Electro (music)	Electro		
14844	EPR paradox	EPR-paradoxen		
14845	Top hat	Cylinderhatt		
14846	Busta Rhymes	Busta_Rhymes		
14847	Bud Spencer	Bud_Spencer		
14848	Bresaola	Bresaola		
14849	Bosse Larsson	Bosse_Larsson		
